run_id,condition,success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,ID,rt,stimulus,response,trial_category,stimulus_name,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version,source_code_version
24,1,true,false,[],[],[],preload,0,1650,0.0-0.0,cyfu4crdr,"""","""","""","""","""","2022-01-23 03:40:13",65.28.104.41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,bd6154916c002ac28062cfea8a921a07
24,1,"""","""","""","""","""",html-keyboard-response,1,18066,0.0-1.0,cyfu4crdr,16408,"<p style=""text-align:center;width:700px;""> Welcome to the experiment! This study takes most people around 10 minutes to complete. Please complete it in one sitting.</p>"," ","""","""","2022-01-23 03:40:13",65.28.104.41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,bd6154916c002ac28062cfea8a921a07
24,1,"""","""","""","""","""",html-keyboard-response,2,49560,0.0-2.0,cyfu4crdr,31493,"<p style = ""font-size:16px;"">MIT Computational Cognitive Science Lab</p><h4>Press the 'y' key to consent.</h4><div style = ""background-color:#f2f2f2;""><h3>Informed Consent Form</h3><div style=""text-align:left;width:700px;""><p style = ""font-size:16px;"">In this HIT, you will be asked to read a set of instructions that describe a particular scenario, and you will then be asked to perform a simple task relating to that scenario. There will also be comprehension and attention checks. Participants who do not answer these checks correctly cannot be approved. In order to get credit for this HIT, you must read all the questions fully and answer honestly. You may only complete this HIT once. If you complete this HIT multiple times, you will be rejected.</p><p style = ""font-size:16px;"">This HIT is part of a MIT scientific research project. Your decision to complete this HIT is voluntary. There is no way for us to identify you. The only information we will have, in addition to your responses, is the time at which you completed the survey. The results of the research may be presented at scientific meetings or published in scientific journals. Pressing the ""Y"" key indicates that you are at least 18 years of age, and agree to complete this HIT voluntarily. Press the ""Y"" key to confirm your agreement and continue.</p></div>",y,"""","""","2022-01-23 03:40:13",65.28.104.41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,bd6154916c002ac28062cfea8a921a07
24,1,"""","""","""","""","""",survey-text,3,140221,0.0-3.0,cyfu4crdr,90641,"""","{""instructions1"":""To fill a bucket of water to advance to the next level.""}",instructions,"""","2022-01-23 03:40:13",65.28.104.41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,bd6154916c002ac28062cfea8a921a07
24,1,"""","""","""","""","""",survey-text,4,251752,0.0-4.0,cyfu4crdr,111499,"""","{""instructions2"":""When everyone has filled their storage bucket""}",instructions,"""","2022-01-23 03:40:13",65.28.104.41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,bd6154916c002ac28062cfea8a921a07
24,1,"""","""","""","""","""",survey-text,5,361131,0.0-5.0,cyfu4crdr,109369,"""","{""instructions3"":""Whether to stay in line or head directly to the water source.""}",instructions,"""","2022-01-23 03:40:13",65.28.104.41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,bd6154916c002ac28062cfea8a921a07
24,1,"""","""","""","""","""",survey-text,6,440094,0.0-6.0,cyfu4crdr,78959,"""","{""instructions4"":""This person isn't locked into the decision beforehand.""}",instructions,"""","2022-01-23 03:40:13",65.28.104.41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,bd6154916c002ac28062cfea8a921a07
24,1,"""","""","""","""","""",survey-text,7,656495,0.0-7.0,cyfu4crdr,216388,"""","{""Q0"":""Morally acceptable as he stayed in line and didn't impede the others.""}",no_0,video/no_line_1_0cut.mp4,"2022-01-23 03:40:13",65.28.104.41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,bd6154916c002ac28062cfea8a921a07
24,1,"""","""","""","""","""",survey-text,8,745273,0.0-8.0,cyfu4crdr,88768,"""","{""Q0"":""Morally acceptable because she didn't interfere with the others.""}",no_1,video/no_line_1_1cut.mp4,"2022-01-23 03:40:13",65.28.104.41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,bd6154916c002ac28062cfea8a921a07
24,1,"""","""","""","""","""",survey-text,9,843345,0.0-9.0,cyfu4crdr,98064,"""","{""Q0"":""Morally acceptable because he stayed in line and didn't  get in the way of the others.""}",yes_0,video/yes_line_7_0cut.mp4,"2022-01-23 03:40:13",65.28.104.41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,bd6154916c002ac28062cfea8a921a07
