stimulus_name,count_1,count_total
"""",0,401.0
maybe_line_new_4_1cut,36,53.0
yes_line_7_1cut,20,53.0
yes_line_9_1cut,23,53.0
maybe_line_new_2_1cut,22,53.0
no_line_1_1cut,34,53.0
maybe_line_new_1_1cut,25,53.0
yes_line_10_1cut,4,53.0
maybe_line_new_5_1cut,5,53.0
maybe_line_new_6_1cut,25,53.0
no_line_2_1cut,46,53.0
no_line_3_1cut,44,53.0
maybe_line_new_3_1cut,37,53.0
yes_line_8_1cut,9,53.0
