run_id,condition,success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_category,stimulus_name,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version,source_code_version
136,1,true,false,[],[],[],preload,0,6100,0.0-0.0,"""","""","""","""","""","2022-01-21 03:03:46",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",Macintosh,Safari,14.1.2,"OS X",10_15_7,6328965fe0adaea3a084d30624a35518
136,1,"""","""","""","""","""",html-keyboard-response,1,9377,0.0-1.0,3272,"<p style=""text-align:center;width:700px;""> Welcome to the experiment! This study takes most people around 15 minutes to complete. Please complete it in one sitting. You must use Safari browser. When you are done with the experiment, take note of the completion code displayed at the end, to enter on MTurk!</p>"," ","""","""","2022-01-21 03:03:46",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",Macintosh,Safari,14.1.2,"OS X",10_15_7,6328965fe0adaea3a084d30624a35518
136,1,"""","""","""","""","""",html-keyboard-response,2,22952,0.0-2.0,13573,"<p style = ""font-size:16px;"">MIT Computational Cognitive Science Lab</p><h4>Press the 'y' key to consent.</h4><div style = ""background-color:#f2f2f2;""><h3>Informed Consent Form</h3><div style=""text-align:left;width:700px;""><p style = ""font-size:16px;"">In this HIT, you will be asked to read a set of instructions that describe a particular scenario, and you will then be asked to perform a simple task relating to that scenario. There will also be comprehension and attention checks. Participants who do not answer these checks correctly cannot be approved. In order to get credit for this HIT, you must read all the questions fully and answer honestly. You may only complete this HIT once. If you complete this HIT multiple times, you will be rejected.</p><p style = ""font-size:16px;"">This HIT is part of a MIT scientific research project. Your decision to complete this HIT is voluntary. There is no way for us to identify you. The only information we will have, in addition to your responses, is the time at which you completed the survey. The results of the research may be presented at scientific meetings or published in scientific journals. Pressing the ""Y"" key indicates that you are at least 18 years of age, and agree to complete this HIT voluntarily. Press the ""Y"" key to confirm your agreement and continue.</p></div>",y,"""","""","2022-01-21 03:03:46",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",Macintosh,Safari,14.1.2,"OS X",10_15_7,6328965fe0adaea3a084d30624a35518
136,1,"""","""","""","""","""",survey-text,3,63520,0.0-3.0,40540.00000000001,"""","{""instructions1"":""collect one bucket of water as fast as they can for each level""}",instructions,"""","2022-01-21 03:03:46",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",Macintosh,Safari,14.1.2,"OS X",10_15_7,6328965fe0adaea3a084d30624a35518
136,1,"""","""","""","""","""",survey-text,4,122232,0.0-4.0,58697,"""","{""instructions2"":""when all 8 people collect water and store it in a wooden storage bucket""}",instructions,"""","2022-01-21 03:03:46",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",Macintosh,Safari,14.1.2,"OS X",10_15_7,6328965fe0adaea3a084d30624a35518
136,1,"""","""","""","""","""",survey-text,5,212754,0.0-5.0,90509,"""","{""instructions3"":""1""}",instructions,"""","2022-01-21 03:03:46",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",Macintosh,Safari,14.1.2,"OS X",10_15_7,6328965fe0adaea3a084d30624a35518
136,1,"""","""","""","""","""",video-button-response,6,249487,0.0-6.0,36675.00000000003,"[""video/no_line_1_8cut.mp4""]",1,no_8,video/no_line_1_8cut.mp4,"2022-01-21 03:03:46",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",Macintosh,Safari,14.1.2,"OS X",10_15_7,6328965fe0adaea3a084d30624a35518
136,1,"""","""","""","""","""",video-button-response,7,320739,0.0-7.0,71215,"[""video/yes_line_7_1cut.mp4""]",0,yes_1,video/yes_line_7_1cut.mp4,"2022-01-21 03:03:46",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",Macintosh,Safari,14.1.2,"OS X",10_15_7,6328965fe0adaea3a084d30624a35518
136,1,"""","""","""","""","""",video-button-response,8,343330,0.0-8.0,22562.00000000006,"[""video/maybe_line_4_1cut.mp4""]",1,maybe_1,video/maybe_line_4_1cut.mp4,"2022-01-21 03:03:46",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",Macintosh,Safari,14.1.2,"OS X",10_15_7,6328965fe0adaea3a084d30624a35518
136,1,"""","""","""","""","""",video-button-response,9,385815,0.0-9.0,42456,"[""video/yes_line_7_4cut.mp4""]",0,yes_34,video/yes_line_7_4cut.mp4,"2022-01-21 03:03:46",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",Macintosh,Safari,14.1.2,"OS X",10_15_7,6328965fe0adaea3a084d30624a35518
