run_id,condition,success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_category,stimulus_name,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version,source_code_version
9,1,TRUE,FALSE,[],[],[],preload,0,27047,0.0-0.0,"""","""","""","""","""",1/20/22 01:30,,"Mozilla/5.0 (X11; CrOS x86_64 14324.62.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.77 Safari/537.36",WebKit,Chrome,97.0.4692.77,ChromeOS,14324.62.0,f7e57e9040e78092bdde0f8548ac41fd
9,1,"""","""","""","""","""",html-keyboard-response,1,90969,0.0-1.0,63914.6,"<p style=""text-align:center;width:700px;""> Welcome to the experiment! This study takes most people around 15 minutes to complete. Please complete it in one sitting. You must use Safari browser. When you are done with the experiment, take note of the completion code displayed at the end, to enter on MTurk!</p>", ,"""","""",1/20/22 01:30,,"Mozilla/5.0 (X11; CrOS x86_64 14324.62.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.77 Safari/537.36",WebKit,Chrome,97.0.4692.77,ChromeOS,14324.62.0,f7e57e9040e78092bdde0f8548ac41fd
9,1,"""","""","""","""","""",html-keyboard-response,2,93572,0.0-2.0,2601.1,"<p style = ""font-size:16px;"">MIT Computational Cognitive Science Lab</p><h4>Press the 'y' key to consent.</h4><div style = ""background-color:#f2f2f2;""><h3>Informed Consent Form</h3><div style=""text-align:left;width:700px;""><p style = ""font-size:16px;"">In this HIT, you will be asked to read a set of instructions that describe a particular scenario, and you will then be asked to perform a simple task relating to that scenario. There will also be comprehension and attention checks. Participants who do not answer these checks correctly cannot be approved. In order to get credit for this HIT, you must read all the questions fully and answer honestly. You may only complete this HIT once. If you complete this HIT multiple times, you will be rejected.</p><p style = ""font-size:16px;"">This HIT is part of a MIT scientific research project. Your decision to complete this HIT is voluntary. There is no way for us to identify you. The only information we will have, in addition to your responses, is the time at which you completed the survey. The results of the research may be presented at scientific meetings or published in scientific journals. Pressing the ""Y"" key indicates that you are at least 18 years of age, and agree to complete this HIT voluntarily. Press the ""Y"" key to confirm your agreement and continue.</p></div>",y,"""","""",1/20/22 01:30,,"Mozilla/5.0 (X11; CrOS x86_64 14324.62.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.77 Safari/537.36",WebKit,Chrome,97.0.4692.77,ChromeOS,14324.62.0,f7e57e9040e78092bdde0f8548ac41fd
9,1,"""","""","""","""","""",survey-text,3,165983,0.0-3.0,72403.2,"""","{""instructions1"":""collect water from a water source and being ti back to the wooden storage buckets""}",instructions,"""",1/20/22 01:30,,"Mozilla/5.0 (X11; CrOS x86_64 14324.62.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.77 Safari/537.36",WebKit,Chrome,97.0.4692.77,ChromeOS,14324.62.0,f7e57e9040e78092bdde0f8548ac41fd
9,1,"""","""","""","""","""",survey-text,4,220762,0.0-4.0,54765.6,"""","{""instructions2"":""when 8 people collect water and store it in a wooden storage bucket""}",instructions,"""",1/20/22 01:30,,"Mozilla/5.0 (X11; CrOS x86_64 14324.62.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.77 Safari/537.36",WebKit,Chrome,97.0.4692.77,ChromeOS,14324.62.0,f7e57e9040e78092bdde0f8548ac41fd
9,1,"""","""","""","""","""",survey-text,5,247899,0.0-5.0,27130.2,"""","{""instructions3"":""1""}",instructions,"""",1/20/22 01:30,,"Mozilla/5.0 (X11; CrOS x86_64 14324.62.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.77 Safari/537.36",WebKit,Chrome,97.0.4692.77,ChromeOS,14324.62.0,f7e57e9040e78092bdde0f8548ac41fd
9,1,"""","""","""","""","""",video-button-response,6,267428,0.0-6.0,19522.7,"[""video/no_line_3_8cut.mp4""]",0,no_8,video/no_line_3_8cut.mp4,1/20/22 01:30,,"Mozilla/5.0 (X11; CrOS x86_64 14324.62.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.77 Safari/537.36",WebKit,Chrome,97.0.4692.77,ChromeOS,14324.62.0,f7e57e9040e78092bdde0f8548ac41fd
9,1,"""","""","""","""","""",video-button-response,7,282271,0.0-7.0,14836.7,"[""video/maybe_line_4_4cut.mp4""]",0,maybe_34,video/maybe_line_4_4cut.mp4,1/20/22 01:30,,"Mozilla/5.0 (X11; CrOS x86_64 14324.62.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.77 Safari/537.36",WebKit,Chrome,97.0.4692.77,ChromeOS,14324.62.0,f7e57e9040e78092bdde0f8548ac41fd
9,1,"""","""","""","""","""",video-button-response,8,300980,0.0-8.0,18705.1,"[""video/no_line_1_1cut.mp4""]",0,no_1,video/no_line_1_1cut.mp4,1/20/22 01:30,,"Mozilla/5.0 (X11; CrOS x86_64 14324.62.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.77 Safari/537.36",WebKit,Chrome,97.0.4692.77,ChromeOS,14324.62.0,f7e57e9040e78092bdde0f8548ac41fd
9,1,"""","""","""","""","""",video-button-response,9,321035,0.0-9.0,20046.9,"[""video/yes_line_7_1cut.mp4""]",1,yes_1,video/yes_line_7_1cut.mp4,1/20/22 01:30,,"Mozilla/5.0 (X11; CrOS x86_64 14324.62.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.77 Safari/537.36",WebKit,Chrome,97.0.4692.77,ChromeOS,14324.62.0,f7e57e9040e78092bdde0f8548ac41fd
