trial_type,response
video-slider-response,"['-12', '0', '0', '-50', '-22', '28', '45', '0', '-10', '31', '-30', '31', '33', '3', '-9', '40', '8', '19', '25', '41', '-17', '-21', '-11', '-6', '-11', '50', '-7', '-9', '-21', '-50', '9', '-36', '8', '-10', '-50', '16', '0', '13', '23', '0', '-9', '-35', '-10', '-50', '-29', '-50', '-8', '-50', '-50', '-3', '-50', '0', '0', '14', '-28', '0', '-28', '0', '8', '3', '7', '8', '-3', '-20', '7', '8', '-14', '7', '8', '-10', '-30', '-5', '-33', '-9', '-9', '7', '8', '9', '-3', '5', '0', '-14', '0', '5', '5', '5', '0', '-31', '46', '15', '12', '6', '5', '19', '3', '6', '3', '9', '-3', '4', '10', '19', '11', '7', '-37', '-10', '8', '-22', '-6', '14', '0', '-37', '0', '1', '-7', '35', '0', '-23', '14', '6', '6', '-35', '-1', '12', '-2', '-15', '-30', '-26', '-22', '-12', '0', '19', '0', '38', '41', '9', '0', '-8', '9', '39', '50', '-27', '39', '0', '-4', '-50', '0', '-6', '-13', '7', '-6', '8', '-50', '12', '-34', '10', '-9', '-7', '-9', '-8', '-18', '2', '-11', '-9', '-10', '-14', '-11', '-9', '-9', '9', '2', '1', '6', '6', '-18', '-10', '-8', '1', '6', '-18', '-40', '4', '0', '-9', '-11', '-10', '-17', '-27', '0', '5', '0', '-16', '-25', '0', '0', '3', '-8', '-27', '-40', '-23', '1', '6', '6', '-15', '14', '-7', '15', '-4', '-20', '-26', '-36', '-14', '-25', '-36', '-48', '-21', '-14', '38', '13', '-10', '-30', '30', '-5', '0', '12', '-42', '15', '-44', '-50', '22', '24', '35', '50', '0', '8', '7', '8', '5', '5', '4', '5', '3', '15', '4', '6', '5', '6', '-49', '16', '2', '0', '1', '13', '1', '3', '14', '-2', '0', '4', '10', '-21', '23', '29', '-27', '-36', '33', '32', '-8', '7', '1', '0', '4', '44', '-10', '26', '-30', '50', '17', '14', '20', '-18', '48', '-13', '3', '2', '-6', '8', '6', '14', '-1', '12', '-1', '0', '0', '0', '0', '0', '-24', '-11', '11', '-17', '5', '-23', '-8', '1', '2', '26', '-26', '-7', '-21', '6', '-6', '1', '-11', '0', '1', '16', '-6', '-7', '12', '-23', '11', '11', '-1', '-3', '-13', '-35', '-24', '0', '-19', '-14', '-7', '-23', '0', '0', '20', '-16', '-6', '-13', '1', '17', '27', '13', '2', '15', '-21', '-10', '38', '-37', '-16', '8', '-39', '-14', '-7', '19', '37', '29', '-21', '-27', '45', '39', '13', '50', '-37', '15', '-22', '14', '-6', '-7', '-8', '19', '-14', '16', '0', '13', '12', '7', '-6', '-14', '-7', '0', '9', '-4', '9', '14', '0', '-3', '4', '-16', '4', '12', '35', '-20', '-39', '-30', '9', '-39', '-7', '15', '-10', '19', '-27', '44', '21', '14', '26', '28', '22', '18', '21', '6', '36', '27', '26', '27', '22', '23', '28', '28', '4', '17', '9', '26', '27', '22', '14', '25', '16', '17', '16', '-11', '14', '-36', '-15', '-8', '7', '13', '-26', '-20', '-19', '0', '13', '19', '-2', '0', '-21', '5', '-10', '14', '-20', '0', '-16', '-50', '-46', '43', '0', '0', '-50', '-50', '-19', '-9', '0', '-28', '0', '-50', '-20', '11', '0', '2', '14', '12', '17', '-1', '2', '5', '6', '8', '17', '36', '7', '0', '-12', '-11', '-31', '-20', '0', '-23', '0', '7', '-17', '-6', '-21', '-6', '0', '0', '0', '1', '7', '7', '10', '6', '7', '5', '9', '7', '6', '-5', '-5', '-28', '4', '-8', '-40', '7', '-10', '-37', '15', '6', '-12', '-31', '48', '20', '20', '29', '5', '18', '1', '-11', '32', '39', '0', '-13', '-38', '-49', '-27', '17', '-50', '-16', '-50', '-16', '-11', '-50', '-50', '18', '-50', '-50', '16', '-22', '-3', '-5', '-21', '5', '-19', '10', '8', '-11', '6', '-16', '-12', '10', '46', '10', '-16', '32', '50', '48', '48', '-36', '47', '-24', '0', '0', '50', '-22', '-3', '10', '17', '-41', '-4', '-8', '-5', '-20', '24', '17', '1', '-6', '1', '-1', '2', '3', '10', '9', '8', '-1', '-4', '10', '-7', '8', '21', '37', '25', '-13', '15', '11', '22', '23', '28', '-24', '32', '-17', '13', '17', '16', '-26', '-20', '-50', '0', '-24', '50', '0', '14', '50', '-50', '0', '-50', '10', '10', '2', '-3', '5', '10', '11', '3', '-5', '-21', '4', '-3', '-13', '5', '-31', '6', '8', '-17', '-25', '1', '-23', '8', '-7', '-27', '0', '1', '-22', '-39', '-50', '11', '-34', '6', '-8', '-50', '49', '15', '-19', '-50', '0', '0', '-17', '-25', '-41', '-45', '8', '-45', '-48', '14', '17', '11', '-43', '32']"
